Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,Thornwood Falls,Throne of Eldraine,313,Near Mint,English,,,,,,,,$0.00 
1,0,Thornwood Falls,Ikoria: Lair of Behemoths,256,Near Mint,English,,,,,,,,$0.00 
1,0,Thought Distortion,Core Set 2020,117,Near Mint,English,,,,,,,,$0.00 
1,0,Thought Erasure,Guilds of Ravnica,206,Near Mint,English,,,,,,,,$0.00 
1,0,Thought Vessel,Commander Legends,346,Near Mint,English,,,,,,,,$0.00 
1,0,Thraben Doomsayer,Commander 2020,104,Near Mint,English,,,,,,,,$0.00 
2,0,Thraben Inspector,Double Masters,35,Near Mint,English,,,,,,,,$0.00 
1,0,Thraben Inspector,Shadows over Innistrad,44,Near Mint,English,,,,,,,,$0.00 
1,0,Thran Dynamo,Commander 2019,225,Near Mint,English,,,,,,,,$0.00 
1,0,Thrash of Raptors,Ixalan,168,Near Mint,English,,,,,,,,$0.00 
1,0,Thrashing Brontodon,Core Set 2021,209,Near Mint,English,,,,,,,,$0.00 
1,0,Thrashing Wumpus,Mercadian Masques,166,Near Mint,English,,,,,,,,$0.00 
1,0,Three Dreams,Planechase 2012,13,Near Mint,English,,,,,,,,$0.00 
2,0,Three Visits,Commander Legends,261,Near Mint,English,,,,,,,,$0.00 
3,0,Thrill of Possibility,Throne of Eldraine,146,Near Mint,English,,,,,,,,$0.00 
1,0,Thrill of Possibility,Core Set 2021,165,Near Mint,English,,,,,,,,$0.00 
1,0,Thrill of the Hunt,Time Spiral Remastered,241,Near Mint,English,,,,,,,,$0.00 
1,0,Thriving Bluff,Jumpstart,33,Near Mint,English,,,,,,,,$0.00 
2,0,Thriving Grove,Jumpstart,34,Near Mint,English,,,,,,,,$0.00 
1,0,Thriving Heath,Jumpstart,35,Near Mint,English,,,,,,,,$0.00 
4,0,Thriving Isle,Jumpstart,36,Near Mint,English,,,,,,,,$0.00 
2,0,Throne of Geth,Scars of Mirrodin,211,Near Mint,English,,,,,,,,$0.00 
2,0,Throne of Makindi,Zendikar Rising,265,Near Mint,English,,,,,,,,$0.00 
1,0,Thundering Rebuke,Zendikar Rising,170,Near Mint,English,,,,,,,,$0.00 
1,0,Thundering Sparkmage,Zendikar Rising,171,Near Mint,English,,,,,,,,$0.00 
1,0,Thunderous Snapper,Throne of Eldraine,215,Near Mint,English,,,,,,,,$0.00 
2,0,Thwart the Enemy,Ikoria: Lair of Behemoths,173,Near Mint,English,,,,,,,,$0.00 
1,0,"Tiana, Ship's Caretaker",Commander Legends,454,Near Mint,English,,,,,,,,$0.00 
1,0,"Tibalt, Rakish Instigator",War of the Spark,146,Near Mint,English,,,,,,,,$0.00 
1,0,Tidal Barracuda,Commander 2020,39,Near Mint,English,,,,,,,,$0.00 
1,0,Tide Skimmer,Core Set 2021,79,Near Mint,English,,,,,,,,$0.00 
1,0,Tide Skimmer,Core Set 2021,79,Near Mint,English,foil,,,,,,,$0.00 
1,0,Tilonalli's Knight,Ixalan,169,Near Mint,English,,,,,,,,$0.00 
1,0,Timberland Ruins,Odyssey,330,Near Mint,English,,,,,,,,$0.00 
1,0,Time to Feed,Theros,181,Near Mint,English,,,,,,,,$0.00 
1,0,Time Wipe,War of the Spark,223,Near Mint,English,,,,,,,,$0.00 
1,0,Timely Ward,Commander Legends,363,Near Mint,English,,,,,,,,$0.00 
2,0,Tin Street Dodger,Ravnica Allegiance,120,Near Mint,English,,,,,,,,$0.00 
1,0,Tin Street Market,Gatecrash,108,Near Mint,English,,,,,,,,$0.00 
1,0,Titan of Eternal Fire,Commander 2020,163,Near Mint,English,,,,,,,,$0.00 
1,0,Titanic Brawl,Ravnica Allegiance,146,Near Mint,English,,,,,,,,$0.00 
1,0,Titanic Growth,Magic 2013,195,Near Mint,English,,,,,,,,$0.00 
1,0,Titanic Growth,Core Set 2021,210,Near Mint,English,,,,,,,,$0.00 
2,0,Titanoth Rex,Ikoria: Lair of Behemoths,174,Near Mint,English,,,,,,,,$0.00 
1,0,"Toggo, Goblin Weaponsmith",Commander Legends,204,Near Mint,English,,,,,,,,$0.00 
2,0,Tolarian Kraken,Core Set 2021,80,Near Mint,English,,,,,,,,$0.00 
1,0,"Tolsimir, Friend to Wolves",War of the Spark,224,Near Mint,English,,,,,,,,$0.00 
1,0,Tome Anima,Core Set 2021,81,Near Mint,English,,,,,,,,$0.00 
2,0,Tome Raider,Throne of Eldraine,68,Near Mint,English,,,,,,,,$0.00 
1,0,Tomebound Lich,Core Set 2020,219,Near Mint,English,,,,,,,,$0.00 
1,0,"Toralf, God of Fury // Toralf's Hammer",Kaldheim,154,Near Mint,English,,,,,,,,$0.00 
2,0,"Torbran, Thane of Red Fell",Throne of Eldraine,147,Near Mint,English,,,,,,,,$0.00 
1,0,Torch Courier,Guilds of Ravnica,119,Near Mint,English,,,,,,,,$0.00 
1,0,Tormenting Voice,Conspiracy: Take the Crown,171,Near Mint,English,,,,,,,,$0.00 
1,0,Tormenting Voice,Shadows over Innistrad,186,Near Mint,English,,,,,,,,$0.00 
1,0,Tormenting Voice,Zendikar Rising,172,Near Mint,English,,,,,,,,$0.00 
1,0,Tormentor's Helm,Kaldheim,155,Near Mint,English,,,,,,,,$0.00 
1,0,"Tormod, the Desecrator",Commander Legends,155,Near Mint,English,,,,,,,,$0.00 
2,0,Tower Drake,Return to Ravnica,55,Near Mint,English,,,,,,,,$0.00 
1,0,Tower Gargoyle,Modern Masters 2017 Edition,196,Near Mint,English,,,,,,,,$0.00 
1,0,Towering Indrik,Return to Ravnica,137,Near Mint,English,,,,,,,,$0.00 
2,0,Towering Thunderfist,Gatecrash,109,Near Mint,English,,,,,,,,$0.00 
2,0,Track Down,Core Set 2021,211,Near Mint,English,,,,,,,,$0.00 
1,0,Trading Post,Magic 2014 Core Set,225,Near Mint,English,,,,,,,,$0.00 
1,0,Tragic Lesson,Hour of Devastation,51,Near Mint,English,,,,,,,,$0.00 
2,0,Trained Caracal,Return to Ravnica,27,Near Mint,English,,,,,,,,$0.00 
1,0,Traitorous Greed,Core Set 2021,166,Near Mint,English,,,,,,,,$0.00 
1,0,Tranquil Cove,Khans of Tarkir,246,Near Mint,English,,,,,,,,$0.00 
4,0,Tranquil Cove,Core Set 2020,259,Near Mint,English,,,,,,,,$0.00 
3,0,Tranquil Cove,Core Set 2021,258,Near Mint,English,,,,,,,,$0.00 
2,0,Transcendent Envoy,Theros Beyond Death,40,Near Mint,English,,,,,,,,$0.00 
1,0,Transguild Promenade,Return to Ravnica,249,Near Mint,English,,,,,,,,$0.00 
1,0,Transmogrify,Core Set 2021,167,Near Mint,English,foil,,,,,,,$0.00 
3,0,Trapped in the Tower,Throne of Eldraine,33,Near Mint,English,,,,,,,,$0.00 
2,0,Traveler's Amulet,Theros Beyond Death,240,Near Mint,English,,,,,,,,$0.00 
1,0,Treacherous Terrain,Zendikar Rising Commander,105,Near Mint,English,,,,,,,,$0.00 
1,0,Treasonous Ogre,Conspiracy,36,Near Mint,English,,,,,,,,$0.00 
1,0,Treasure Cruise,Time Spiral Remastered,319,Near Mint,English,,,,,,,,$0.00 
1,0,Treasure Keeper,Aether Revolt,177,Near Mint,English,,,,,,,,$0.00 
1,0,Treeshaker Chimera,Theros Beyond Death,297,Near Mint,English,,,,,,,,$0.00 
1,0,Trench Behemoth,Commander Legends,366,Near Mint,English,,,,,,,,$0.00 
1,0,Trespasser il-Vec,Time Spiral Remastered,147,Near Mint,English,,,,,,,,$0.00 
2,0,Trestle Troll,Return to Ravnica,205,Near Mint,English,,,,,,,,$0.00 
1,0,Trial of Knowledge,Amonkhet,73,Near Mint,English,,,,,,,,$0.00 
1,0,Tribute to the Wild,Commander 2020,193,Near Mint,English,,,,,,,,$0.00 
1,0,Triton Shorestalker,Zendikar Rising Commander,38,Near Mint,English,,,,,,,,$0.00 
1,0,Triton Waverider,Theros Beyond Death,78,Near Mint,English,,,,,,,,$0.00 
1,0,Triumphant Surge,Theros Beyond Death,41,Near Mint,English,,,,,,,,$0.00 
1,0,Trokin High Guard,The List,39,Near Mint,English,,,,,,,,$0.00 
4,0,Trophy Mage,Duel Decks: Elves vs. Inventors,42,Near Mint,English,,,,,,,,$0.00 
1,0,Trostani's Judgment,Return to Ravnica,28,Near Mint,English,,,,,,,,$0.00 
1,0,"Trostani, Selesnya's Voice",Commander 2019,204,Near Mint,English,,,,,,,,$0.00 
2,0,Trove Tracker,Commander Legends,104,Near Mint,English,,,,,,,,$0.00 
1,0,Trove Warden,Zendikar Rising Commander,3,Near Mint,English,,,,,,,,$0.00 
2,0,True Love's Kiss,Throne of Eldraine,34,Near Mint,English,,,,,,,,$0.00 
1,0,Trufflesnout,Core Set 2021,212,Near Mint,English,,,,,,,,$0.00 
1,0,Trumpet Blast,Masters 25,154,Near Mint,English,,,,,,,,$0.00 
1,0,Trumpeting Gnarr,Ikoria: Lair of Behemoths,213,Near Mint,English,,,,,,,,$0.00 
2,0,Trusty Packbeast,Commander Legends,53,Near Mint,English,,,,,,,,$0.00 
1,0,Trygon Predator,Commander 2020,232,Near Mint,English,,,,,,,,$0.00 
1,0,"Trynn, Champion of Freedom",Commander 2020,1,Near Mint,English,foil,,,,,,,$0.00 
1,0,Tuinvale Treefolk // Oaken Boon,Throne of Eldraine,180,Near Mint,English,,,,,,,,$0.00 
2,0,Tuktuk Rubblefort,Zendikar Rising,173,Near Mint,English,,,,,,,,$0.00 
1,0,Tuktuk Scrapper,Worldwake,94,Near Mint,English,,,,,,,,$0.00 
1,0,Tuktuk the Explorer,Commander 2014,183,Near Mint,English,,,,,,,,$0.00 
2,0,Tumble Magnet,Double Masters,304,Near Mint,English,,,,,,,,$0.00 
1,0,Turn Aside,Mystery Booster,535,Near Mint,English,,,,,,,,$0.00 
1,0,Turn into a Pumpkin,Throne of Eldraine,69,Near Mint,English,,,,,,,,$0.00 
1,0,Turn to Slag,Core Set 2021,168,Near Mint,English,,,,,,,,$0.00 
1,0,Turntimber Ascetic,Zendikar Rising,214,Near Mint,English,,,,,,,,$0.00 
1,0,Turret Ogre,Core Set 2021,169,Near Mint,English,,,,,,,,$0.00 
1,0,Tuskeri Firewalker,Kaldheim,157,Near Mint,English,foil,,,,,,,$0.00 
1,0,Tuskguard Captain,Zendikar Rising Commander,85,Near Mint,English,,,,,,,,$0.00 
1,0,Tuya Bearclaw,Commander Legends,292,Near Mint,English,,,,,,,,$0.00 
1,0,Twilight Mire,Double Masters,328,Near Mint,English,,,,,,,,$0.00 
1,0,Twinblade Assassins,Core Set 2021,226,Near Mint,English,,,,,,,,$0.00 
1,0,Twinning Staff,Commander 2020,70,Near Mint,English,,,,,,,,$0.00 
1,0,"Tymaret, Chosen from Death",Theros Beyond Death,119,Near Mint,English,,,,,,,,$0.00 
1,0,"Ukkima, Stalking Shadow",Commander 2020,17,Near Mint,English,foil,,,,,,,$0.00 
1,0,Ulvenwald Mysteries,Double Masters,184,Near Mint,English,,,,,,,,$0.00 
1,0,Umezawa's Charm,Modern Horizons,111,Near Mint,English,,,,,,,,$0.00 
2,0,Unbreakable Bond,Ikoria: Lair of Behemoths,101,Near Mint,English,,,,,,,,$0.00 
1,0,Unbreakable Formation,Commander Legends,388,Near Mint,English,,,,,,,,$0.00 
1,0,Unbridled Growth,Aether Revolt,126,Near Mint,English,,,,,,,,$0.00 
1,0,Unburial Rites,Commander 2020,139,Near Mint,English,,,,,,,,$0.00 
1,0,Unclaimed Territory,Commander 2020,320,Near Mint,English,,,,,,,,$0.00 
1,0,Undergrowth Scavenger,Magic 2015 Core Set,204,Near Mint,English,,,,,,,,$0.00 
1,0,Undersea Invader,Kaldheim,78,Near Mint,English,,,,,,,,$0.00 
1,0,Underworld Rage-Hound,Theros Beyond Death,163,Near Mint,English,,,,,,,,$0.00 
1,0,Undying Rage,Commander Legends,205,Near Mint,English,,,,,,,,$0.00 
1,0,Unexpected Fangs,Ikoria: Lair of Behemoths,102,Near Mint,English,,,,,,,,$0.00 
1,0,Unexpectedly Absent,Commander 2020,106,Near Mint,English,,,,,,,,$0.00 
1,0,Unexplained Vision,Throne of Eldraine,70,Near Mint,English,,,,,,,,$0.00 
1,0,Unfriendly Fire,Ixalan,172,Near Mint,English,,,,,,,,$0.00 
1,0,Unholy Indenture,Core Set 2020,119,Near Mint,English,,,,,,,,$0.00 
1,0,Universal Automaton,Modern Horizons,235,Near Mint,English,,,,,,,,$0.00 
1,0,Universal Solvent,Commander Legends,347,Near Mint,English,,,,,,,,$0.00 
2,0,Unknown Shores,Theros Beyond Death,249,Near Mint,English,,,,,,,,$0.00 
1,0,Unleash Fury,Core Set 2021,170,Near Mint,English,,,,,,,,$0.00 
2,0,Unlicensed Disintegration,Double Masters,224,Near Mint,English,,,,,,,,$0.00 
1,0,Unnatural Endurance,Oath of the Gatewatch,80,Near Mint,English,,,,,,,,$0.00 
1,0,Unquestioned Authority,Commander Legends,389,Near Mint,English,,,,,,,,$0.00 
1,0,Unruly Mob,Shadows over Innistrad,47,Near Mint,English,,,,,,,,$0.00 
1,0,Unsubstantiate,Core Set 2021,82,Near Mint,English,,,,,,,,$0.00 
2,0,Unsummon,Core Set 2020,78,Near Mint,English,,,,,,,,$0.00 
1,0,Untamed Hunger,Oath of the Gatewatch,91,Near Mint,English,,,,,,,,$0.00 
1,0,Unwind,Dominaria,72,Near Mint,English,,,,,,,,$0.00 
5,0,Urban Burgeoning,Return to Ravnica,138,Near Mint,English,,,,,,,,$0.00 
1,0,Urban Evolution,Commander Legends,455,Near Mint,English,,,,,,,,$0.00 
1,0,Urza's Blueprints,The List,277,Near Mint,English,,,,,,,,$0.00 
3,0,Urza's Mine,Double Masters,329,Near Mint,English,,,,,,,,$0.00 
1,0,Urza's Mine,Double Masters,329,Near Mint,English,foil,,,,,,,$0.00 
1,0,Urza's Power Plant,Double Masters,330,Near Mint,English,,,,,,,,$0.00 
1,0,Urza's Ruinous Blast,Dominaria,39,Near Mint,English,,,,,,,,$0.00 
1,0,Urza's Tower,Double Masters,331,Near Mint,English,,,,,,,,$0.00 
1,0,Valakut Invoker,Commander Legends,206,Near Mint,English,,,,,,,,$0.00 
1,0,Valiant Rescuer,Ikoria: Lair of Behemoths,36,Near Mint,English,,,,,,,,$0.00 
1,0,Valkyrie's Sword,Kaldheim,36,Near Mint,English,,,,,,,,$0.00 
1,0,Valor in Akros,Double Masters,37,Near Mint,English,foil,,,,,,,$0.00 
1,0,Valor of the Worthy,Kaldheim,37,Near Mint,English,,,,,,,,$0.00 
1,0,Valorous Stance,Commander Legends,390,Near Mint,English,,,,,,,,$0.00 
1,0,Vampire Envoy,Mystery Booster,810,Near Mint,English,,,,,,,,$0.00 
1,0,Vampire Nighthawk,Commander 2020,140,Near Mint,English,,,,,,,,$0.00 
1,0,Vance's Blasting Cannons,Ixalan,173,Near Mint,English,,,,,,,,$0.00 
1,0,Vantress Paladin,Throne of Eldraine,72,Near Mint,English,,,,,,,,$0.00 
2,0,Vassal Soul,Return to Ravnica,224,Near Mint,English,,,,,,,,$0.00 
1,0,Vastwood Gorger,Magic Origins,204,Near Mint,English,,,,,,,,$0.00 
1,0,Vastwood Hydra,Commander 2020,194,Near Mint,English,,,,,,,,$0.00 
1,0,Vastwood Surge,Zendikar Rising,217,Near Mint,English,,,,,,,,$0.00 
1,0,Vault Robber,Kaldheim,158,Near Mint,English,foil,,,,,,,$0.00 
1,0,Vedalken Mesmerist,Guilds of Ravnica,57,Near Mint,English,,,,,,,,$0.00 
1,0,"Vega, the Watcher",Kaldheim,233,Near Mint,English,,,,,,,,$0.00 
1,0,"Vega, the Watcher",Kaldheim,332,Near Mint,English,,,,,,,,$0.00 
1,0,Veiled Shade,Guilds of Ravnica,88,Near Mint,English,,,,,,,,$0.00 
2,0,Venerable Knight,Throne of Eldraine,35,Near Mint,English,,,,,,,,$0.00 
1,0,Vengeful Reaper,Kaldheim,116,Near Mint,English,,,,,,,,$0.00 
1,0,Venomous Hierophant,Theros Beyond Death,122,Near Mint,English,,,,,,,,$0.00 
2,0,Verdant Haven,Gatecrash,138,Near Mint,English,,,,,,,,$0.00 
1,0,Verdant Haven,Magic 2015 Core Set,206,Near Mint,English,foil,,,,,,,$0.00 
1,0,Verdant Sun's Avatar,Commander Legends,439,Near Mint,English,,,,,,,,$0.00 
1,0,Verge Rangers,Commander 2020,29,Near Mint,English,,,,,,,,$0.00 
1,0,Vesper Ghoul,Dissension,57,Near Mint,English,,,,,,,,$0.00 
1,0,Vessel of Endless Rest,Ultimate Masters,235,Near Mint,English,,,,,,,,$0.00 
1,0,Vessel of Volatility,Mystery Booster,1095,Near Mint,English,,,,,,,,$0.00 
1,0,Veteran Explorer,Double Masters,186,Near Mint,English,,,,,,,,$0.00 
1,0,Vexing Gull,Theros Beyond Death,79,Near Mint,English,,,,,,,,$0.00 
2,0,Viashino Racketeer,Return to Ravnica,112,Near Mint,English,,,,,,,,$0.00 
2,0,Victimize,Commander Legends,157,Near Mint,English,,,,,,,,$0.00 
1,0,Victory's Envoy,Theros Beyond Death,289,Near Mint,English,,,,,,,,$0.00 
1,0,Vigilante Justice,Commander 2020,164,Near Mint,English,,,,,,,,$0.00 
1,0,Vigorspore Wurm,Guilds of Ravnica,147,Near Mint,English,foil,,,,,,,$0.00 
1,0,Village Rites,Core Set 2021,126,Near Mint,English,,,,,,,,$0.00 
1,0,Village Rites,Kaldheim,117,Near Mint,English,,,,,,,,$0.00 
1,0,Villainous Wealth,Commander 2020,233,Near Mint,English,,,,,,,,$0.00 
1,0,Vine Gecko,Zendikar Rising,219,Near Mint,English,,,,,,,,$0.00 
1,0,Violent Impact,Amonkhet,154,Near Mint,English,,,,,,,,$0.00 
1,0,Viscera Seer,Commander Legends,158,Near Mint,English,foil,,,,,,,$0.00 
2,0,Viscera Seer,Commander Legends,158,Near Mint,English,,,,,,,,$0.00 
1,0,Vitality Hunter,Commander 2020,30,Near Mint,English,,,,,,,,$0.00 
1,0,Vivid Creek,Commander Legends,500,Near Mint,English,,,,,,,,$0.00 
1,0,Vivid Grove,Commander Legends,501,Near Mint,English,,,,,,,,$0.00 
1,0,Vivien's Arkbow,War of the Spark,181,Near Mint,English,,,,,,,,$0.00 
1,0,Vizier of Tumbling Sands,Commander 2020,126,Near Mint,English,,,,,,,,$0.00 
1,0,Vizier of Tumbling Sands,Amonkhet,75,Near Mint,English,,,,,,,,$0.00 
1,0,Vizkopa Vampire,Ravnica Allegiance,220,Near Mint,English,,,,,,,,$0.00 
2,0,Vodalian Arcanist,Core Set 2021,83,Near Mint,English,,,,,,,,$0.00 
1,0,Void Beckoner,Ikoria: Lair of Behemoths,104,Near Mint,English,,,,,,,,$0.00 
1,0,Voidwielder,Return to Ravnica,56,Near Mint,English,,,,,,,,$0.00 
1,0,Volatile Fjord,Kaldheim,273,Near Mint,English,,,,,,,,$0.00 
1,0,Volcanic Fallout,Commander Legends,418,Near Mint,English,,,,,,,,$0.00 
1,0,Volcanic Torrent,Commander Legends,208,Near Mint,English,,,,,,,,$0.00 
1,0,Voldaren Duelist,Mystery Booster,1099,Near Mint,English,,,,,,,,$0.00 
1,0,Voracious Typhon,Theros Beyond Death,203,Near Mint,English,,,,,,,,$0.00 
1,0,Vorapede,Commander 2020,195,Near Mint,English,,,,,,,,$0.00 
1,0,Vorstclaw,Core Set 2020,201,Near Mint,English,,,,,,,,$0.00 
1,0,Vortex Elemental,Born of the Gods,56,Near Mint,English,,,,,,,,$0.00 
2,0,Vow of Duty,Commander Legends,54,Near Mint,English,,,,,,,,$0.00 
1,0,Vow of Flight,Commander Legends,105,Near Mint,English,,,,,,,,$0.00 
1,0,Vow of Lightning,Commander Legends,209,Near Mint,English,,,,,,,,$0.00 
1,0,Vow of Wildness,Commander Legends,262,Near Mint,English,,,,,,,,$0.00 
1,0,Voyaging Satyr,Theros,182,Near Mint,English,,,,,,,,$0.00 
1,0,Vulpikeet,Ikoria: Lair of Behemoths,37,Near Mint,English,,,,,,,,$0.00 
1,0,Waker of the Wilds,Zendikar Rising Commander,86,Near Mint,English,,,,,,,,$0.00 
1,0,Walking Corpse,Core Set 2021,128,Near Mint,English,,,,,,,,$0.00 
1,0,Wall of Blossoms,Jumpstart,442,Near Mint,English,,,,,,,,$0.00 
1,0,Wall of Forgotten Pharaohs,Hour of Devastation,168,Near Mint,English,,,,,,,,$0.00 
1,0,Wall of Mist,Guilds of Ravnica,58,Near Mint,English,,,,,,,,$0.00 
1,0,Wall of Omens,Rise of the Eldrazi,53,Near Mint,English,,,,,,,,$0.00 
2,0,Wall of Runes,Core Set 2021,85,Near Mint,English,,,,,,,,$0.00 
1,0,Wand of Vertebrae,Guilds of Ravnica,242,Near Mint,English,,,,,,,,$0.00 
2,0,Wandermare,Throne of Eldraine,204,Near Mint,English,,,,,,,,$0.00 
1,0,War Room,Commander Legends,361,Near Mint,English,,,,,,,,$0.00 
1,0,War's Toll,Battlebond,187,Near Mint,English,,,,,,,,$0.00 
2,0,Warbriar Blessing,Theros Beyond Death,204,Near Mint,English,,,,,,,,$0.00 
2,0,Warchanter Skald,Kaldheim,381,Near Mint,English,,,,,,,,$0.00 
2,0,Warded Battlements,Core Set 2021,44,Near Mint,English,,,,,,,,$0.00 
1,0,Warden of Evos Isle,Commander Legends,106,Near Mint,English,,,,,,,,$0.00 
2,0,Warden of Evos Isle,Core Set 2020,79,Near Mint,English,,,,,,,,$0.00 
1,0,Warden of the Woods,Core Set 2021,213,Near Mint,English,,,,,,,,$0.00 
1,0,Warhorn Blast,Kaldheim,38,Near Mint,English,,,,,,,,$0.00 
2,0,Warmind Infantry,Gatecrash,111,Near Mint,English,,,,,,,,$0.00 
1,0,Wary Okapi,Guilds of Ravnica,149,Near Mint,English,,,,,,,,$0.00 
1,0,Watcher for Tomorrow,Modern Horizons,76,Near Mint,English,,,,,,,,$0.00 
1,0,Watcher in the Mist,Guilds of Ravnica,59,Near Mint,English,,,,,,,,$0.00 
1,0,Watcher in the Web,Shadows over Innistrad,239,Near Mint,English,,,,,,,,$0.00 
1,0,Watcher of the Spheres,Core Set 2021,227,Near Mint,English,,,,,,,,$0.00 
3,0,Way of the Thief,Gatecrash,56,Near Mint,English,,,,,,,,$0.00 
2,0,Weapon Rack,Throne of Eldraine,236,Near Mint,English,,,,,,,,$0.00 
1,0,Weapon Surge,Double Masters,150,Near Mint,English,,,,,,,,$0.00 
1,0,Weapons Trainer,Oath of the Gatewatch,160,Near Mint,English,,,,,,,,$0.00 
1,0,Wear // Tear,Commander Legends,456,Near Mint,English,,,,,,,,$0.00 
2,0,Weaselback Redcap,Throne of Eldraine,148,Near Mint,English,,,,,,,,$0.00 
1,0,Weather the Storm,Modern Horizons,191,Near Mint,English,,,,,,,,$0.00 
1,0,Wee Dragonauts,Guilds of Ravnica,214,Near Mint,English,,,,,,,,$0.00 
1,0,Weigh Down,Kaldheim,118,Near Mint,English,,,,,,,,$0.00 
1,0,Weirding Wood,Shadows over Innistrad,240,Near Mint,English,,,,,,,,$0.00 
2,0,Welding Sparks,Commander Legends,210,Near Mint,English,,,,,,,,$0.00 
1,0,Wheel and Deal,Onslaught,121,Near Mint,English,,,,,,,,$0.00 
1,0,Wheel of Misfortune,Commander Legends,211,Near Mint,English,,,,,,,,$0.00 
1,0,Whelming Wave,Commander Legends,409,Near Mint,English,,,,,,,,$0.00 
1,0,Whiplash Trap,Commander 2020,127,Near Mint,English,,,,,,,,$0.00 
1,0,Whirler Rogue,Zendikar Rising Commander,39,Near Mint,English,,,,,,,,$0.00 
2,0,Whirlwind Denial,Theros Beyond Death,81,Near Mint,English,,,,,,,,$0.00 
1,0,Whisper Squad,Ikoria: Lair of Behemoths,105,Near Mint,English,foil,,,,,,,$0.00 
1,0,"Whisper, Blood Liturgist",Dominaria,111,Near Mint,English,,,,,,,,$0.00 
1,0,Whispersteel Dagger,Zendikar Rising Commander,5,Near Mint,English,,,,,,,,$0.00 
1,0,White Sun's Zenith,Commander Legends,391,Near Mint,English,,,,,,,,$0.00 
1,0,Wickerbough Elder,Commander Legends,440,Near Mint,English,,,,,,,,$0.00 
1,0,Wild Celebrants,Commander Legends,212,Near Mint,English,,,,,,,,$0.00 
1,0,Wild Celebrants,Theros,147,Near Mint,English,,,,,,,,$0.00 
1,0,Wild Guess,Magic 2013,157,Near Mint,English,,,,,,,,$0.00 
1,0,Wild Ricochet,Commander Legends,419,Near Mint,English,,,,,,,,$0.00 
1,0,Wild Ricochet,Magic 2014 Core Set,162,Near Mint,English,,,,,,,,$0.00 
1,0,Wilderness Reclamation,Commander 2020,196,Near Mint,English,,,,,,,,$0.00 
1,0,Wilderness Reclamation,Ravnica Allegiance,149,Near Mint,English,,,,,,,,$0.00 
1,0,Wildheart Invoker,Jumpstart,444,Near Mint,English,,,,,,,,$0.00 
1,0,Wildsize,Jumpstart,445,Near Mint,English,,,,,,,,$0.00 
1,0,Wildwood Rebirth,Gatecrash,140,Near Mint,English,,,,,,,,$0.00 
3,0,Wildwood Tracker,Throne of Eldraine,183,Near Mint,English,,,,,,,,$0.00 
1,0,Wilt,Ikoria: Lair of Behemoths,176,Near Mint,English,,,,,,,,$0.00 
3,0,Wind-Scarred Crag,Core Set 2020,260,Near Mint,English,,,,,,,,$0.00 
2,0,Wind-Scarred Crag,Ikoria: Lair of Behemoths,258,Near Mint,English,,,,,,,,$0.00 
1,0,Wind-Scarred Crag,Core Set 2021,259,Near Mint,English,,,,,,,,$0.00 
1,0,Windbrisk Heights,Commander 2020,321,Near Mint,English,,,,,,,,$0.00 
1,0,Windfall,Commander 2020,128,Near Mint,English,,,,,,,,$0.00 
1,0,Winds of Rath,Commander Legends,392,Near Mint,English,,,,,,,,$0.00 
1,0,Wing Shards,Modern Horizons,38,Near Mint,English,,,,,,,,$0.00 
1,0,Winged Words,Core Set 2020,80,Near Mint,English,,,,,,,,$0.00 
1,0,Wingfold Pteron,Ikoria: Lair of Behemoths,71,Near Mint,English,,,,,,,,$0.00 
1,0,Wings of Hubris,Theros Beyond Death,241,Near Mint,English,,,,,,,,$0.00 
2,0,Wings of the Cosmos,Kaldheim,39,Near Mint,English,,,,,,,,$0.00 
1,0,Wingspan Mentor,Ikoria: Lair of Behemoths,72,Near Mint,English,,,,,,,,$0.00 
1,0,Winter's Rest,Modern Horizons,78,Near Mint,English,,,,,,,,$0.00 
2,0,Wintermoor Commander,Throne of Eldraine,205,Near Mint,English,,,,,,,,$0.00 
2,0,Wishcoin Crab,Core Set 2021,86,Near Mint,English,,,,,,,,$0.00 
1,0,Wishful Merfolk,Throne of Eldraine,73,Near Mint,English,,,,,,,,$0.00 
1,0,Witchbane Orb,Mystery Booster Retail Edition Foils,116,Near Mint,English,foil,,,,,,,$0.00 
1,0,Witching Well,Throne of Eldraine,74,Near Mint,English,,,,,,,,$0.00 
1,0,Withercrown,Kaldheim,119,Near Mint,English,foil,,,,,,,$0.00 
2,0,Wizard's Retort,Jumpstart,198,Near Mint,English,,,,,,,,$0.00 
1,0,Wojek Bodyguard,Guilds of Ravnica,120,Near Mint,English,,,,,,,,$0.00 
2,0,Wojek Halberdiers,Gatecrash,208,Near Mint,English,,,,,,,,$0.00 
1,0,Woodland Champion,Core Set 2020,205,Near Mint,English,,,,,,,,$0.00 
1,0,Woodland Chasm,Kaldheim,274,Near Mint,English,,,,,,,,$0.00 
1,0,Woodland Stream,Commander Legends,503,Near Mint,English,,,,,,,,$0.00 
1,0,Word of Seizing,Commander Legends,420,Near Mint,English,,,,,,,,$0.00 
2,0,Workshop Assistant,Commander Legends,348,Near Mint,English,,,,,,,,$0.00 
